Theta1,Theta2,Theta3
-3.840387835926142,-2.3865929077902903,-2.101633399687034
-3.598841788032591,-4.299740365336943,-2.597740810100868
-0.6879715263294366,2.1754313391155744,0.5613591998152156
-1.3061818401004943,1.6775251532919473,1.5838643056984951
2.3825901194999997,-0.5163182867978067,3.91901047138552
5.080621722298265,0.41041958831945413,-1.1171659007780605
2.6998857940808696,2.800860254139745,-1.0636803270996973
-0.03433660351674145,-1.7630480476964239,-3.4312654545209855
2.027483480540936,-3.4277459441541684,-0.96819670087944
1.8903545687603214,2.2671989835631834,1.9392650043829436
-0.7631958684971623,1.6963411380019349,1.4917754885810464
-1.798810326939209,-0.23141912831723427,-0.9029970392831195
-4.876079898823249,-0.10598607794924314,0.8838628480456433
-4.534264916720496,1.556932651833814,4.511354097418999
2.4422103208731345,3.0868441458678033,-2.5523628319163874
-3.528672055905385,-4.00527887901455,2.6090698672570043
3.5693096234227086,1.9923345559589638,1.8696732010696115
1.2579818211031921,1.2738814655882063,0.5248696775995421
-0.8657764988621113,1.44912924514233,-1.4433904090558038
-5.537673836240102,3.957635683075848,-0.24330906064236069
-1.006420142849216,2.6515365559226822,1.7514858999511616
-0.14579620230364265,2.3615874727500237,-4.600756856033936
-4.326470373996878,0.8807904187153429,1.9314576664178258
-0.29991893513711537,-2.21913153500207,2.5145107361876087
-3.2820726681587837,1.2842407560027709,-1.2429065050209704
-1.02800936889995,-7.002319456962962,0.4916338838910023
3.047574074745003,2.775317762677378,1.3603105427125037
0.8018206625838395,0.15467377039095198,2.0559864482260846
1.299254458870724,-3.0703314897060823,5.945775707836935
-3.2114175829843394,-4.466852366923056,6.239230488160985
-0.19755112995206692,1.9479340754498915,2.777039841859515
-0.4023977049452756,-1.3800631906736,1.0565147082357376
-0.6090619533857262,-1.248114854272095,-0.39052449681688933
-1.0956657870753488,3.4344537188606106,-1.3236380233853438
-4.959815556144558,1.1717811755957022,-0.3319271736716311
-1.7617205250830674,1.0889571648068397,3.2961948706126094
0.5402222902075087,0.8022431395274319,-0.9516714536833051
-2.3778328665903925,-3.2326987210240814,-0.9125238298841327
0.8263259076100875,0.33646976879177526,-1.1361491731282798
2.087345588094573,-2.245502196443904,-3.758753829212539
-0.5042544011411111,2.5299967804175667,1.4911785266357709
2.064828184669256,2.7284303503626717,1.033133340763216
-2.734319227370494,-3.133548996270371,0.9912280896080118
-3.8227045340388086,0.6864194589693396,1.3635628434290883
6.5650032907786695,1.8812054441632058,1.4900074808018773
-0.11689713402146651,1.6761349473779863,0.7535146050691646
-2.111567649396014,0.8265867010417678,0.9754611132958874
1.1717625035763604,-5.59905849995063,0.7786547068611056
-1.8745354624615462,0.40163120151255927,-1.4517584116297468
0.6218905988102833,0.7167678508360491,-1.4722232609553236
-0.33896399044542713,-5.320556164747213,3.3487476391064566
0.07058067953636615,-3.0366695656799183,-1.0645677680830052
-5.28031714770534,-1.0903157482085262,0.1708394230080552
-1.9159469263540725,0.5036920183725283,0.15183639130971582
-2.0214860246868787,-0.3591097966288175,1.1285648880948478
-2.4525164858255515,-0.8038474637924076,-5.307783832122875
0.9862474455972357,-3.494368979901319,2.2200738031087033
-0.6963837494465535,-3.187208135719578,-1.908317753187431
