Theta1,Theta2,Theta3
-0.15244551916184113,0.19793003238877926,-0.06939725000373609
-0.4872733621384929,-0.13903605870235058,0.11316522377781235
0.030241422974200627,0.4737592659785551,-0.3039232526272332
-0.4415033593748874,-0.04130815578408886,0.08210675096934217
0.043109386070729006,-0.0716653266820001,-0.10014407576150075
-0.47857083006177126,0.15897700097494705,-0.02344726459660207
-0.22086337294789893,0.1260619905697632,-0.12915371075301496
-0.09077880781313619,0.16296182996224684,-0.18992887075189724
0.20836101553288433,-0.34182382108297327,0.31630307931393076
0.36364404582744014,0.1475032726513532,0.47382790389143326
0.2309863793694883,0.47641643750740326,-0.2117977703177032
-0.38678451560671623,-0.10705466606294267,0.4126377009628128
-0.34033187887958316,0.34553588474701125,0.1919047197037289
-0.18367189542379525,0.3255990458023086,-0.15585898795797926
0.43185411312780064,-0.33187487047926234,-0.3270679783377859
0.4885639457981775,-0.4320037797384222,0.15820469181764552
-0.2678699912530045,0.45003383527729424,0.07694683571335426
0.3166961198234278,-0.38771956739528646,0.38609308060020986
-0.05346493743661018,0.20054661613175806,0.06683346186321626
-0.39628797371205415,0.37637082050922055,0.431240844921004
0.14003598546697793,-0.16047486183467552,-0.4973270390105432
0.20381899081422228,0.47366449556894785,-0.32893595540970655
0.06340908849350835,0.35154852893856936,0.3722111011796774
-0.31228709150606915,0.3884920347655476,-0.21940369355308642
-0.16657639923872392,-0.20564645961588657,-0.09526805070166433
-0.049300549754938694,0.45964749790842063,0.07857468804280943
-0.29888374390056993,-0.45723618995659243,-0.08788250618523175
-0.031755830268487606,-0.15188136048725487,0.4955557339587785
0.416009892366086,0.2334668094409148,0.2949710554213292
0.003937422971810989,-0.024475640466059545,-0.10069787229501703
-0.21331059242621508,-0.2888067133508433,0.36396382608758515
-0.24752612657448125,-0.4698510111771753,0.30678535067444346
0.44095233298113434,-0.45020794283521637,-0.34474552415583015
-0.43640040662384416,0.15195815459335682,0.08958480086441878
0.04335651949202224,0.3246246533584892,-0.3184236497629005
0.019959763983755985,-0.2558960699627457,-0.03532035803863198
0.49545351453989317,0.17706721148145677,-0.22639229497464752
-0.41931595040190295,0.20006073865721208,-0.120676191209515
-0.19501119033886072,-0.08404541101774698,0.24303678717206423
0.4314768350855829,0.33758822321284265,-0.1636346938159572
0.26359144762738906,0.27477378868659497,0.4349033641654835
0.005211255624175237,0.1693058959183118,-0.3297350158950958
0.21930163390954516,-0.2995273869246007,-0.22172499446638883
-0.3982557428748451,0.29244188372218893,0.20569099854078665
-0.07317108733753452,0.09596075778077207,0.41313458423557947
-0.03920974516420761,-0.2615060276755933,-0.06249690474668024
-0.19888709360729817,-0.18933035647833718,-0.0840562753851708
-0.02976690270668403,0.23332729555291876,-0.4367479429895651
0.3996874721888063,0.12509400417904237,0.25930882487690454
-0.1403458501716507,0.09960734605959598,-0.3052786787011478
-0.11715588211428163,0.4650619316438662,0.37111225505678125
-0.3165687546914945,0.3543132271194017,-0.32664999031715114
0.2791594869712595,-0.4022267830798265,0.3053567222745138
-0.03412215754967285,-0.222484752417339,-0.2883259697896734
-0.43864640914002284,0.1131888544748163,-0.4416454677922669
0.40960157038219414,0.11186564526127296,0.2833129304565405
-0.02885289268413116,-0.23314811415686587,0.37897179704528317
0.4579408893231358,0.16158032360463703,0.4196597291215107
-0.3971673304135386,0.2572490561096422,-0.4183227365554869
0.30450174831909604,0.1554593002217577,-0.466077382042532
-0.0016096730058786646,-0.12439332718666318,-0.4461343268076947
-0.16236719849146253,0.161296849946705,-0.10395151777895628
-0.4833369389076364,0.37011900121622265,-0.07135598180847869
-0.23760658538849588,0.4737486243571599,-0.2596069272360987
0.48998651155558426,-0.20714932625012006,0.33797926152425484
0.44300549206461004,-0.16671556059504078,-0.08748605894540551
0.30986470012564693,0.08982341499126634,-0.12939180798015315
0.06224822316261125,0.026330062902670703,0.022666615691975034
-0.08300663383019635,-0.05356503035697202,0.32880000989939073
-0.4804118643103671,-0.3470895499683454,-0.07331668866447916
0.47480402876152783,-0.4857071197150691,-0.3625040249041733
0.03178498951648545,-0.31541856809915814,0.33253779768249836
0.38561566652793544,-0.15011773519201643,0.4904380049898863
0.36214110113728604,-0.28479884156709956,0.48838514023610347
-0.0958358345150403,0.469871643604059,0.42363071334434244
-0.3055969318833527,-0.21688277280631885,0.4137902541578712
0.1906717175264434,0.13946655022039744,-0.3207108609545035
0.18402105868018082,-0.15591602528430004,0.22683189075367394
0.4469998113983974,0.18146261621203819,0.23947562468295636
-0.03831582679536105,0.2701168946347262,0.1748556912393271
-0.15316572284898067,-0.4335994135849506,0.45241121010452345
-0.16149264973420185,0.4778818846643429,-0.32865856760092715
0.4020821570876101,0.21287998448751988,0.20495798054083847
0.4364083909293951,0.16740532376155637,-0.20196060374125901
-0.3023756676828452,0.08066108273840333,-0.46768849295836823
0.0434371572964537,-0.08391299487090365,-0.4024708262631116
0.31726553925006074,-0.39575374481491743,0.2278202186167616
-0.09111124254351732,-0.4525305296522881,-0.4754545187060851
-0.28800249974046577,-0.28067234814345865,0.4302993037244143
0.3926947693394238,-0.09657070936256162,0.1617324786080614
0.464105095735441,-0.1009379325613814,0.22621778220646138
0.037414294315591845,-0.27277261820958887,-0.17932411784549895
-0.052603045959975225,-0.3017697028777727,-0.25274047312226267
-0.21061627977004038,0.0730729564864544,-0.2218318860827191
0.43356915713898425,-0.20957567056485094,-0.31278231237562437
0.3715408878565284,0.28122096502342553,0.2738483898667713
-0.09751699023720406,-0.21623831953308048,0.15364924896424292
-0.321422429342371,-0.36176679961592906,-0.054727732000880214
0.4802916328822875,-0.48261714863885397,-0.19741818224459695
-0.19667008211433945,-0.374130665175493,-0.0636422150628082
0.24100296226263718,0.1103881645374507,0.3975310190061496
-0.07120134679604262,0.28964096386709637,0.1162695239561009
0.150738447618313,-0.46625930084211265,-0.1581543096831488
-0.034062376954424156,0.12568808092155992,0.37910272157538705
-0.4144937716739008,0.4222581853465375,0.3271124458769704
-0.2727375595683792,0.39857639974773373,-0.03978994105866307
-0.26740620416456795,0.17466441502799557,-0.4942001350725298
0.3400533491088721,-0.3129917272262408,0.07368092900047729
-0.32718654959839766,-0.09687443628576786,0.06392761145064807
0.21331861040043631,-0.27247202865051,0.016071996942206068
-0.2639595242089562,0.2343814596927728,-0.24488648915999456
0.0981547090485847,0.1384144568335588,-0.21379243520441515
-0.20327700857044362,-0.3330266896940073,0.03251600310853453
0.27592642957885605,-0.33463468341250435,0.28799425185337146
-0.018194823743627686,0.22152590931804428,-0.09889654934596093
0.45956746039705787,-0.24109682767356644,-0.28567755317545496
0.38876946368671894,-0.4331294058631412,0.17858453667038565
0.4508788630220012,-0.3838754374083301,-0.12836461940202393
-0.014278664222489579,-0.40792933088663963,0.14446682032473646
0.4436661518457492,-0.42959365520507387,0.379875619253488
0.229929068758574,0.1480021331313508,-0.14299404157406914
-0.42040554211587555,0.04366854733219838,0.09332170441910814
-0.3022179590904397,0.031137127694513378,0.2157153705108975
-0.14611055974942122,-0.13233467838093227,0.4520364419831434
0.4813939143199203,0.15141308313575197,-0.2794977632287097
-0.19059319600711,-0.4658579959833775,0.4939938564889015
0.42908899357234287,0.19695809587587776,-0.47157594553912385
-0.37753002348916953,0.15937150552737545,-0.294010058675084
0.11331249797041476,0.2992851168301779,-0.0780481200429991
0.4088419284266447,0.30285464765150016,-0.30243560265971314
0.460975512768934,-0.28511456047292827,-0.09781189862882167
-0.05403214306944937,-0.026077301872835523,-0.2164253878977136
-0.34131074578296783,0.22618934150763148,-0.025385816558984087
0.31888037442463624,0.3761502884417304,0.016921825443500516
-0.4254033830832924,0.28716241162490075,-0.371620450090572
-0.43717646363565954,0.36277489413463104,-0.40229869542305785
-0.1432451376833146,0.023459854175733152,0.3645183835758983
0.28337412637321047,-0.24185420955517678,0.31942769978891616
0.37124986583120656,0.28693665236907595,0.012014405373420356
0.3481014728760746,0.41840303669477164,-0.41903140074616974
-0.4058873378249863,-0.3477583673751107,-0.05107955096710182
-0.288608462507553,-0.0028180436734245307,-0.3908681088000665
0.08395057411218887,-0.10889668471892222,-0.47964066639283
-0.3745768098557227,0.09551667879280468,-0.20240118123967654
-0.3083363420447143,0.23750415437199568,0.40479399109691083
0.1729450969243823,0.37141847211860246,-0.1682181318019581
0.29270469833854695,-0.45273020390278673,0.28447510661333564
0.40653106055174315,-0.41538636891877767,-0.4828682498612422
0.48161979742459826,-0.34680112366372295,-0.3675843816288408
-0.08715291182246043,0.162510698946846,-0.4673970623408278
-0.2825422789584967,0.48781266643231325,0.1274307983986449
-0.4825776570662894,0.2798444479970832,0.27809860457109203
0.49229134361000293,-0.10441497393132815,-0.19052862527700887
0.06779615648125736,0.03702733549935777,-0.3200268706191073
-0.13813312756176832,0.442754218877752,0.3957465953416357
-0.15255255636408893,-0.12194442801462546,-0.48618465621053786
0.4865650612665007,0.14459514411992969,-0.14129530094473775
-0.06859079549389158,-0.2359300001126109,-0.019543800045080717
0.4896591748339404,-0.12642578797074044,0.04028047770031262
-0.47923859387685186,-0.0595006480168534,0.18331982825885673
-0.0032070281583579385,-0.00953339970420597,-0.37552160474921636
0.0013890596778937114,-0.4538277381025121,-0.23832973953667225
-0.3086511783658611,-0.38675276207870013,0.4711601195986612
-0.10338945532330746,0.03869720290678813,0.3497969784569015
-0.28049878371608794,0.24271913730189854,-0.2023928675775284
-0.013439106070465945,0.3795609372374017,-0.3676678307726806
-0.30249275616677807,0.2733144315947894,0.4708395654717037
0.435447338792572,-0.31601888126189115,-0.2752436654203291
0.48762187678400304,0.128887702756466,0.1661114271461286
0.06212348080515229,-0.49484060215916315,-0.30536244328525397
-0.33437069164628397,0.32678079631072243,0.33729263317306224
0.3521395407772574,0.20445595983720544,-0.11382001792498653
0.08539033463179468,-0.225119100241577,0.3605121144584733
0.48650950299882534,0.18777064305068425,0.03733769861498748
0.3763008443111161,0.4581604953188223,0.005956686660182009
0.45477322509107154,0.10574764286094929,-0.28666526117412816
0.22273868248519635,-0.1043669396466772,-0.4343955543485326
-0.3181851695767689,-0.08446629313708043,0.21566487051845307
0.10954079867494793,0.22874929248396114,-0.07337302644983534
0.05527477706559636,-0.29283897263832726,0.06041772208412177
0.1327941408169382,-0.20512249991039733,0.08806653244509055
0.35998532358229707,0.4314274243028853,-0.21040019942524446
-0.2741970500965786,-0.03571793753179209,-0.04878308107966178
0.4888870625409416,-0.22514279604010423,0.40558135648660365
0.013906072994927299,-0.34946324940093665,-0.37658735458811443
-0.4454835808968278,0.3109615745970046,-0.02287058636372663
-0.49117234947140387,0.3606362682565606,-0.3966468444006378
0.04111091037860559,0.0990171551071366,-0.08277328995892852
-0.004118797770553462,-0.05869839636313612,0.49968409657165813
-0.2247010376132682,-0.4053850531764849,0.19862843430809163
0.4484136814735066,-0.1003143738624287,0.13708074185226427
0.3222676402309079,0.2590871232204267,0.19284696724592965
-0.05858948243426354,-0.16885337858670835,-0.29085956919246136
-0.15169291400002416,0.396602971662392,-0.4220237493177489
-0.200692434313838,-0.1362872132574534,-0.2905212384533009
0.05956122758371141,0.40753254573781805,0.21187901649524776
0.19600024467801624,0.2934100946407251,-0.45817543846651576
-0.10686080925581076,-0.43802151051018356,-0.15111331896139701
0.49922161653341224,0.13554348107206526,0.4274797423610055
0.43316270594366846,-0.34992624637809144,-0.49039733253876094
0.37405941951165467,-0.15472592624763448,-0.011849122781450339
0.3211897526533892,-0.06218278305187419,-0.46871736091893235
-0.15153780470453615,0.11540926179792721,-0.22501543118496814
0.25319575142372697,0.14486609700945663,0.41656035693838844
0.24819001991510803,-0.035658416066904675,0.3932245973857278
-0.36610889912625066,0.15037758703706394,-0.06614956995971366
-0.1622292517639402,0.11516574504264099,-0.1332395289029562
-0.21710906654559692,-0.13903078097636556,-0.014789700278538431
-0.2979478728555399,0.26247317472045484,0.08877343724953723
0.2002639093290396,-0.06929215818731582,-0.031339426597002285
0.4027175079569535,-0.3798519568335932,0.3388255579886392
0.06502472290354422,0.01398114924186078,-0.2103886959001321
0.34938280451589565,0.27580799722030636,-0.2158268409694285
-0.3016465105827961,0.3429802312952256,-0.23544069313911997
-0.36177117749327203,-0.13850938489987152,-0.08835623380924451
0.4009423328257109,-0.2117861457261847,0.11180312752869292
-0.4512990191404931,0.3422147040763972,0.08738891981201846
-0.25412226039252994,-0.1223457996527797,0.19343121017502307
-0.47018743643635896,0.21002258723585465,0.2999577423587849
0.48776865578846185,0.392020577368421,-0.34644113891903383
-0.19863478662680545,-0.4856371590405536,0.2819297283347276
